期別,發票號碼,月份,類別,買受人統編,銷售額未稅,稅額,含稅金額,備註
11504,DQ57468547,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468548,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468549,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468550,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468551,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468552,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468553,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468554,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468555,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468556,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468557,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468558,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468559,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468560,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468561,8月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468562,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468563,8月,B2B,42573508,286,14,300,
11504,DQ57468564,8月,B2C,,971,49,1020,B2C含稅換算
11504,DQ57468565,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468566,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468567,8月,B2C,,238,12,250,B2C含稅換算
11504,DQ57468568,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468569,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468570,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468571,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468572,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468573,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468574,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468575,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468576,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468577,8月,B2C,,457,23,480,B2C含稅換算
11504,DQ57468578,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468579,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468580,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468581,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468582,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468583,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468584,8月,B2C,,610,30,640,B2C含稅換算
11504,DQ57468585,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468586,8月,B2C,,276,14,290,B2C含稅換算
11504,DQ57468587,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468588,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468589,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468590,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468591,8月,B2C,,319,16,335,B2C含稅換算
11504,DQ57468592,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468593,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468594,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468595,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468596,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468597,8月,B2C,,162,8,170,B2C含稅換算
11504,DQ57468598,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468599,8月,B2C,,457,23,480,B2C含稅換算
11504,DQ57468600,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468601,8月,B2C,,429,21,450,B2C含稅換算
11504,DQ57468602,8月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468603,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468604,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468605,8月,B2C,,319,16,335,B2C含稅換算
11504,DQ57468606,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468607,8月,B2C,,238,12,250,B2C含稅換算
11504,DQ57468608,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468609,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468610,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468611,8月,B2C,,76,4,80,B2C含稅換算
11504,DQ57468612,8月,B2B,22681607,248,12,260,
11504,DQ57468613,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468614,8月,B2C,,162,8,170,B2C含稅換算
11504,DQ57468615,8月,B2C,,2790,140,2930,B2C含稅換算
11504,DQ57468616,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468617,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468618,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468619,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468620,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468621,8月,B2C,,629,31,660,B2C含稅換算
11504,DQ57468622,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468623,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468624,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468625,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468626,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57468627,8月,B2C,,76,4,80,B2C含稅換算
11504,DQ57468628,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468629,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468630,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468631,8月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468632,8月,B2C,,543,27,570,B2C含稅換算
11504,DQ57468633,8月,B2C,,57,3,60,B2C含稅換算
11504,DQ57468634,8月,B2C,,29,1,30,B2C含稅換算
11504,DQ57468635,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468636,8月,B2C,,162,8,170,B2C含稅換算
11504,DQ57468637,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468638,8月,B2C,,1476,74,1550,B2C含稅換算
11504,DQ57468639,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468640,8月,作廢,,0,0,0,
11504,DQ57468641,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468642,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468643,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468644,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468645,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468646,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468647,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468648,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468649,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468650,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468651,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468652,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468653,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468654,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468655,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468656,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468657,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468658,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468659,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468660,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468661,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468662,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468663,8月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468664,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468665,8月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468666,8月,B2C,,57,3,60,B2C含稅換算
11504,DQ57468667,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468668,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468669,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468670,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468671,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468672,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468673,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468674,8月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468675,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468676,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468677,8月,B2C,,205,10,215,B2C含稅換算
11504,DQ57468678,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468679,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468680,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468681,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468682,8月,B2C,,410,20,430,B2C含稅換算
11504,DQ57468683,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468684,8月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468685,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468686,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468687,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468688,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468689,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468690,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468691,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468692,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468693,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468694,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468695,8月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468696,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468697,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468698,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468699,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468700,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468701,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468702,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468703,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468704,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468705,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468706,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57468707,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468708,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468709,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468710,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468711,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468712,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468713,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468714,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468715,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468716,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468717,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468718,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468719,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468720,8月,B2C,,195,10,205,B2C含稅換算
11504,DQ57468721,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468722,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468723,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468724,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468725,8月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468726,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468727,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468728,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468729,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468730,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468731,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468732,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468733,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468734,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468735,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468736,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468737,8月,B2B,16354751,143,7,150,
11504,DQ57468738,8月,B2B,16354751,171,9,180,
11504,DQ57468739,8月,B2C,,343,17,360,B2C含稅換算
11504,DQ57468740,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468741,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468742,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468743,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468744,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468745,8月,B2C,,276,14,290,B2C含稅換算
11504,DQ57468746,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468747,8月,B2C,,162,8,170,B2C含稅換算
11504,DQ57468748,8月,B2C,,571,29,600,B2C含稅換算
11504,DQ57468749,8月,B2C,,543,27,570,B2C含稅換算
11504,DQ57468750,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468751,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468752,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468753,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468754,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468755,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468756,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468757,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468758,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468759,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468760,8月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468761,8月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468762,8月,B2C,,371,19,390,B2C含稅換算
11504,DQ57468763,8月,B2C,,343,17,360,B2C含稅換算
11504,DQ57468764,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468765,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468766,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468767,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468768,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468769,8月,B2C,,457,23,480,B2C含稅換算
11504,DQ57468770,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468771,8月,B2C,,333,17,350,B2C含稅換算
11504,DQ57468772,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468773,8月,B2B,00434499,186,9,195,
11504,DQ57468774,8月,B2C,,43,2,45,B2C含稅換算
11504,DQ57468775,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468776,8月,B2C,,333,17,350,B2C含稅換算
11504,DQ57468777,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57468778,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468779,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468780,8月,B2C,,438,22,460,B2C含稅換算
11504,DQ57468781,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468782,8月,B2C,,1010,50,1060,B2C含稅換算
11504,DQ57468783,8月,B2C,,162,8,170,B2C含稅換算
11504,DQ57468784,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468785,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468786,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468787,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468788,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468789,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468790,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468791,8月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468792,8月,B2C,,400,20,420,B2C含稅換算
11504,DQ57468793,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468794,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468795,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468796,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468797,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468798,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468799,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468800,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468801,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468802,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468803,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468804,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468805,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468806,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468807,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468808,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468809,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468810,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468811,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468812,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468813,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468814,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468815,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468816,8月,B2C,,76,4,80,B2C含稅換算
11504,DQ57468817,8月,B2C,,695,35,730,B2C含稅換算
11504,DQ57468818,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468819,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468820,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468821,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468822,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468823,8月,B2B,14057221,600,30,630,
11504,DQ57468824,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468825,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468826,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468827,8月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468828,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468829,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468830,8月,B2C,,195,10,205,B2C含稅換算
11504,DQ57468831,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468832,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468833,8月,B2C,,343,17,360,B2C含稅換算
11504,DQ57468834,8月,B2C,,357,18,375,B2C含稅換算
11504,DQ57468835,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468836,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468837,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468838,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468839,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468840,8月,B2C,,371,19,390,B2C含稅換算
11504,DQ57468841,8月,B2C,,500,25,525,B2C含稅換算
11504,DQ57468842,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468843,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468844,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468845,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468846,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468847,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468848,8月,B2C,,429,21,450,B2C含稅換算
11504,DQ57468849,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468850,8月,B2C,,276,14,290,B2C含稅換算
11504,DQ57468851,8月,B2C,,857,43,900,B2C含稅換算
11504,DQ57468852,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468853,8月,B2C,,419,21,440,B2C含稅換算
11504,DQ57468854,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468855,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468856,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468857,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468858,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468859,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468860,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468861,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468862,8月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468863,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468864,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468865,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468866,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468867,8月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468868,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468869,8月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468870,8月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468871,8月,B2C,,429,21,450,B2C含稅換算
11504,DQ57468872,8月,B2C,,343,17,360,B2C含稅換算
11504,DQ57468873,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468874,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468875,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468876,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468877,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468878,8月,B2C,,162,8,170,B2C含稅換算
11504,DQ57468879,8月,B2C,,371,19,390,B2C含稅換算
11504,DQ57468880,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468881,8月,B2C,,105,5,110,B2C含稅換算
11504,DQ57468882,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468883,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468884,8月,B2C,,952,48,1000,B2C含稅換算
11504,DQ57468885,8月,B2C,,390,20,410,B2C含稅換算
11504,DQ57468886,8月,B2C,,457,23,480,B2C含稅換算
11504,DQ57468887,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468888,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468889,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468890,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468891,8月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468892,8月,B2B,70789634,162,8,170,
11504,DQ57468893,8月,B2C,,86,4,90,B2C含稅換算
11504,DQ57468894,8月,B2C,,886,44,930,B2C含稅換算
11504,DQ57468895,8月,B2C,,24,1,25,B2C含稅換算
11504,DQ57468896,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468897,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468898,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468899,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468900,8月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468901,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468902,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468903,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468904,8月,B2C,,162,8,170,B2C含稅換算
11504,DQ57468905,8月,B2C,,276,14,290,B2C含稅換算
11504,DQ57468906,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468907,8月,B2C,,86,4,90,B2C含稅換算
11504,DQ57468908,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468909,8月,B2C,,495,25,520,B2C含稅換算
11504,DQ57468910,8月,B2C,,343,17,360,B2C含稅換算
11504,DQ57468911,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468912,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468913,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468914,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468915,8月,B2C,,448,22,470,B2C含稅換算
11504,DQ57468916,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468917,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468918,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468919,8月,B2C,,162,8,170,B2C含稅換算
11504,DQ57468920,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468921,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468922,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468923,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468924,8月,作廢,,0,0,0,
11504,DQ57468925,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468926,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468927,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468928,8月,作廢,,0,0,0,
11504,DQ57468929,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468930,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468931,8月,B2C,,571,29,600,B2C含稅換算
11504,DQ57468932,8月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468933,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468934,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468935,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468936,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468937,8月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468938,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468939,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468940,8月,B2C,,324,16,340,B2C含稅換算
11504,DQ57468941,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468942,8月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468943,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468944,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468945,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468946,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468947,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468948,8月,B2C,,457,23,480,B2C含稅換算
11504,DQ57468949,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468950,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468951,8月,B2C,,214,11,225,B2C含稅換算
11504,DQ57468952,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468953,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468954,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468955,8月,B2C,,276,14,290,B2C含稅換算
11504,DQ57468956,8月,B2C,,57,3,60,B2C含稅換算
11504,DQ57468957,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468958,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468959,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468960,8月,B2C,,86,4,90,B2C含稅換算
11504,DQ57468961,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468962,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468963,8月,B2C,,410,20,430,B2C含稅換算
11504,DQ57468964,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468965,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468966,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468967,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468968,8月,B2C,,343,17,360,B2C含稅換算
11504,DQ57468969,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468970,8月,B2C,,62,3,65,B2C含稅換算
