期別,發票號碼,月份,類別,買受人統編,銷售額未稅,稅額,含稅金額,備註
11504,DU47478493,8月,B2C,,57,3,60,B2C含稅60換算
11504,DU47478494,8月,B2C,,19,1,20,B2C含稅20換算
11504,DU47478495,8月,B2C,,138,7,145,B2C含稅145換算
11504,DU47478496,8月,B2C,,76,4,80,B2C含稅80換算
11504,DU47478497,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478498,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478499,8月,B2C,,24,1,25,B2C含稅25換算
11504,DU47478500,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478501,8月,B2C,,95,5,100,B2C含稅100換算
11504,DU47478502,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478503,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478504,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478505,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478506,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478507,8月,B2C,,95,5,100,B2C含稅100換算
11504,DU47478508,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478509,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478510,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478511,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478512,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478513,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478514,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478515,8月,B2C,,95,5,100,B2C含稅100換算
11504,DU47478516,8月,B2C,,29,1,30,B2C含稅30換算
11504,DU47478517,8月,B2C,,95,5,100,B2C含稅100換算
11504,DU47478518,8月,B2C,,100,5,105,B2C含稅105換算
11504,DU47478519,8月,B2C,,100,5,105,B2C含稅105換算
11504,DU47478520,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478521,8月,B2C,,57,3,60,B2C含稅60換算
11504,DU47478522,8月,B2B,48698168,57,3,60,
11504,DU47478523,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478524,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478525,8月,B2C,,57,3,60,B2C含稅60換算
11504,DU47478526,8月,B2C,,76,4,80,B2C含稅80換算
11504,DU47478527,8月,B2C,,171,9,180,B2C含稅180換算
11504,DU47478528,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478529,8月,B2C,,152,8,160,B2C含稅160換算
11504,DU47478530,8月,B2C,,76,4,80,B2C含稅80換算
11504,DU47478531,8月,B2C,,76,4,80,B2C含稅80換算
11504,DU47478532,8月,B2C,,76,4,80,B2C含稅80換算
11504,DU47478533,8月,B2C,,76,4,80,B2C含稅80換算
11504,DU47478534,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478535,8月,B2C,,76,4,80,B2C含稅80換算
11504,DU47478536,8月,B2C,,76,4,80,B2C含稅80換算
11504,DU47478537,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478538,8月,B2C,,57,3,60,B2C含稅60換算
11504,DU47478539,8月,B2C,,19,1,20,B2C含稅20換算
11504,DU47478540,8月,B2B,88317860,38,2,40,
11504,DU47478541,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478542,8月,B2C,,19,1,20,B2C含稅20換算
11504,DU47478543,8月,B2C,,95,5,100,B2C含稅100換算
11504,DU47478544,8月,B2C,,57,3,60,B2C含稅60換算
11504,DU47478545,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478546,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478547,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478548,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478549,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478550,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478551,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478552,8月,B2C,,76,4,80,B2C含稅80換算
11504,DU47478553,8月,B2C,,76,4,80,B2C含稅80換算
11504,DU47478554,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478555,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478556,8月,B2C,,76,4,80,B2C含稅80換算
11504,DU47478557,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478558,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478559,8月,B2C,,24,1,25,B2C含稅25換算
11504,DU47478560,8月,B2C,,71,4,75,B2C含稅75換算
11504,DU47478561,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478562,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478563,8月,B2C,,71,4,75,B2C含稅75換算
11504,DU47478564,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478565,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478566,8月,B2C,,143,7,150,B2C含稅150換算
11504,DU47478567,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478568,8月,B2C,,95,5,100,B2C含稅100換算
11504,DU47478569,8月,B2C,,24,1,25,B2C含稅25換算
11504,DU47478570,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478571,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478572,8月,B2C,,24,1,25,B2C含稅25換算
11504,DU47478573,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478574,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478575,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478576,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478577,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478578,8月,B2C,,57,3,60,B2C含稅60換算
11504,DU47478579,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478580,8月,B2C,,119,6,125,B2C含稅125換算
11504,DU47478581,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478582,8月,B2C,,48,2,50,B2C含稅50換算
11504,DU47478583,8月,B2B,27548116,2857,143,3000,
11504,DU47478584,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478585,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478586,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478587,8月,B2C,,38,2,40,B2C含稅40換算
11504,DU47478588,8月,B2C,,114,6,120,B2C含稅120換算
